Date,Spinach Price,Volume
27/04/2018,1.63,103
26/04/2018,1.75,123
25/04/2018,1.63,75
24/04/2018,1.88,127
23/04/2018,1.75,55
22/04/2018,1.44,118
21/04/2018,1.13,129
20/04/2018,1.13,108
19/04/2018,1.25,121
18/04/2018,1.63,91
17/04/2018,1.75,184
16/04/2018,2.75,50
15/04/2018,2.31,134
14/04/2018,1.88,124
13/04/2018,1.75,114
12/4/2018,2.25,107
11/4/2018,1.63,89
10/4/2018,1.75,121
9/4/2018,1.88,49
8/4/2018,1.88,83
7/4/2018,1.88,148
6/4/2018,1.75,132
5/4/2018,1.75,141
4/4/2018,2.18,82
3/4/2018,2.25,105
2/4/2018,2.25,35
1/4/2018,2.06,93
31/03/2018,1.88,84
30/03/2018,2.25,114
29/03/2018,2.13,120
28/03/2018,1.88,145
27/03/2018,1.88,138
26/03/2018,1.75,51
25/03/2018,1.81,149
24/03/2018,1.88,124
23/03/2018,1.75,144
22/03/2018,1.75,134
21/03/2018,1.88,136
20/03/2018,1.75,155
19/03/2018,1.75,56
18/03/2018,1.73,186
17/03/2018,1.7,148
16/03/2018,1.8,131
15/03/2018,1.75,96
14/03/2018,1.75,148
13/03/2018,1.75,115
12/3/2018,1.88,60
11/3/2018,1.88,135
10/3/2018,1.88,138
9/3/2018,1.63,115
8/3/2018,1.75,141
7/3/2018,1.75,120
6/3/2018,1.7,135
5/3/2018,1.25,54
4/3/2018,1.21,155
3/3/2018,1.18,130
2/3/2018,1.25,154
1/3/2018,1.18,108
28/02/2018,1.33,131
27/02/2018,1.2,142
26/02/2018,1.13,41
25/02/2018,1.18,151
24/02/2018,1.23,126
23/02/2018,1.18,188
22/02/2018,1.18,123
21/02/2018,1.25,127
20/02/2018,1.38,82
19/02/2018,1.25,50
18/02/2018,1.23,143
17/02/2018,1.2,118
16/02/2018,1.33,136
15/02/2018,1.7,88
14/02/2018,1.7,143
13/02/2018,1.75,122
12/2/2018,1.75,34
11/2/2018,1.69,138
10/2/2018,1.63,110
9/2/2018,1.75,136
8/2/2018,1.25,80
7/2/2018,1.75,105
6/2/2018,2.25,116
5/2/2018,2.75,57
4/2/2018,3.06,146
3/2/2018,3.38,96
2/2/2018,3.25,27
1/2/2018,2.75,60
31/01/2018,2.75,77
30/01/2018,1.75,141
29/01/2018,1.75,66
28/01/2018,1.7,143
27/01/2018,1.75,2
26/01/2018,1.7,112
25/01/2018,1.75,106
24/01/2018,1.75,101
23/01/2018,1.75,101
22/01/2018,1.75,42
21/01/2018,1.81,105
20/01/2018,1.88,100
19/01/2018,2.13,99
18/01/2018,2.25,115
17/01/2018,2.13,99
16/01/2018,3.75,128
15/01/2018,2.25,47
14/01/2018,2,126
13/01/2018,1.75,112
12/1/2018,1.75,80
11/1/2018,2.75,118
10/1/2018,2.75,48
9/1/2018,2.25,67
8/1/2018,2.3,35
7/1/2018,2.25,116
6/1/2018,2.13,154
5/1/2018,2.25,102
4/1/2018,2.25,118
3/1/2018,2.18,71
2/1/2018,2.25,46
31/12/2017,2.16,55
30/12/2017,2.13,117
29/12/2017,2.25,106
28/12/2017,2.25,77
27/12/2017,1.75,82
26/12/2017,1.75,80
24/12/2017,2.13,58
23/12/2017,2.25,180
22/12/2017,2.13,90
21/12/2017,2.25,93
20/12/2017,2.75,65
19/12/2017,2.75,83
18/12/2017,2.38,29
17/12/2017,2.31,80
16/12/2017,2.25,82
15/12/2017,2.75,99
14/12/2017,2.75,74
13/12/2017,2.25,47
12/12/2017,2.2,78
11/12/2017,2.25,38
10/12/2017,2.5,90
9/12/2017,2.75,122
8/12/2017,3.25,86
7/12/2017,3.25,37
6/12/2017,2.25,51
5/12/2017,2.75,90
4/12/2017,2.88,46
3/12/2017,2.81,80
2/12/2017,2.75,106
1/12/2017,2.75,105
30/11/2017,3.25,66
29/11/2017,2.25,41
28/11/2017,2.25,91
27/11/2017,2.75,56
26/11/2017,2.31,60
25/11/2017,1.88,33
24/11/2017,2.2,81
23/11/2017,1.83,81
22/11/2017,2.25,36
21/11/2017,2.38,70
20/11/2017,2.25,42
19/11/2017,2.23,81
18/11/2017,2.2,63
17/11/2017,2.13,74
16/11/2017,2.13,62
15/11/2017,2.18,48
14/11/2017,1.7,133
13/11/2017,1.75,20
12/11/2017,1.73,53
11/11/2017,1.7,77
10/11/2017,1.75,55
9/11/2017,1.83,88
8/11/2017,1.83,61
7/11/2017,1.75,97
6/11/2017,1.7,43
5/11/2017,1.7,81
4/11/2017,1.7,92
3/11/2017,1.7,98
2/11/2017,2.25,55
1/11/2017,1.75,28
31/10/2017,1.83,67
30/10/2017,1.83,45
29/10/2017,1.54,68
28/10/2017,1.25,100
27/10/2017,1.38,103
26/10/2017,1.63,81
25/10/2017,1.63,61
24/10/2017,1.65,110
23/10/2017,1.63,38
21/10/2017,1.63,86
20/10/2017,1.7,83
19/10/2017,1.75,71
18/10/2017,1.75,63
17/10/2017,1.83,73
16/10/2017,1.7,34
15/10/2017,1.76,112
14/10/2017,1.83,18
13/10/2017,1.88,72
12/10/2017,1.83,62
11/10/2017,1.25,30
10/10/2017,1.6,67
9/10/2017,1.6,36
8/10/2017,1.63,60
7/10/2017,1.65,63
6/10/2017,1.65,64
5/10/2017,1.4,49
4/10/2017,1.4,53
3/10/2017,1.4,84
2/10/2017,1.83,10
1/10/2017,1.7,72
30/09/2017,1.25,62
29/09/2017,1.25,85
28/09/2017,1.23,40
27/09/2017,1.25,45
26/09/2017,1.38,68
25/09/2017,1.38,24
24/09/2017,1.18,68
23/09/2017,1.3,48
22/09/2017,1.25,69
21/09/2017,1.18,62
20/09/2017,1.38,69
19/09/2017,0.9,73
18/09/2017,1.43,21
17/09/2017,1.4,45
16/09/2017,1.2,49
15/09/2017,1.13,65
14/09/2017,1.13,39
13/09/2017,1.38,52
12/9/2017,1.3,67
11/9/2017,1.25,29
10/9/2017,1.3,48
9/9/2017,1.25,54
8/9/2017,1.33,61
7/9/2017,1.38,57
6/9/2017,1.7,54
5/9/2017,1.75,44
4/9/2017,1.7,27
3/9/2017,1.7,58
2/9/2017,1.7,51
1/9/2017,1.75,46
31/08/2017,2.25,46
30/08/2017,2.18,42
29/08/2017,2.13,68
28/08/2017,2.25,20
27/08/2017,1.75,50
26/08/2017,1.25,52
25/08/2017,1.38,69
24/08/2017,1.63,38
23/08/2017,1.7,55
22/08/2017,1.88,68
21/08/2017,1.75,21
20/08/2017,1.73,58
19/08/2017,1.7,54
18/08/2017,1.63,56
17/08/2017,1.83,26
16/08/2017,1.75,43
15/08/2017,1.83,73
14/08/2017,1.75,28
13/08/2017,1.5,46
12/8/2017,1.25,45
11/8/2017,1.33,71
10/8/2017,1.33,54
9/8/2017,1.25,52
8/8/2017,1.33,84
7/8/2017,1.38,32
6/8/2017,1.35,57
5/8/2017,1.33,51
4/8/2017,1.7,81
3/8/2017,1.83,56
2/8/2017,1.83,15
1/8/2017,1.7,62
31/07/2017,1.75,33
30/07/2017,1.75,41
29/07/2017,1.75,13
28/07/2017,1.63,32
27/07/2017,1.7,35
26/07/2017,1.75,60
25/07/2017,1.75,76
24/07/2017,1.83,24
23/07/2017,2.04,57
22/07/2017,2.25,46
21/07/2017,1.75,83
20/07/2017,2.25,56
19/07/2017,2.25,51
18/07/2017,2.25,57
17/07/2017,1.75,44
16/07/2017,1.79,70
15/07/2017,1.83,45
14/07/2017,2.25,72
13/07/2017,1.75,52
12/7/2017,1.83,45
11/7/2017,2.13,61
10/7/2017,1.63,34
9/7/2017,1.75,69
8/7/2017,1.63,87
7/7/2017,1.75,61
6/7/2017,1.83,70
5/7/2017,2.25,41
4/7/2017,2.75,56
3/7/2017,2.75,57
2/7/2017,2.25,46
1/7/2017,1.75,85
30/06/2017,1.83,77
29/06/2017,1.83,55
28/06/2017,1.75,54
27/06/2017,1.83,72
26/06/2017,1.83,17
25/06/2017,1.76,62
24/06/2017,1.7,76
23/06/2017,1.75,80
22/06/2017,1.83,75
21/06/2017,1.7,52
20/06/2017,1.83,77
19/06/2017,2.18,34
18/06/2017,2.15,36
17/06/2017,2.13,58
16/06/2017,2.18,98
15/06/2017,2.18,71
14/06/2017,2.13,50
13/06/2017,2.18,89
12/6/2017,2.13,56
11/6/2017,2.23,54
10/6/2017,2.33,115
9/6/2017,2.75,64
8/6/2017,2.7,62
7/6/2017,2.83,54
6/6/2017,2.75,89
5/6/2017,2.25,50
4/6/2017,2.48,66
3/6/2017,2.7,86
2/6/2017,2.75,97
1/6/2017,2.75,79
31/05/2017,2.25,53
30/05/2017,2.33,81
29/05/2017,2.63,39
28/05/2017,2.63,98
27/05/2017,2.63,102
26/05/2017,2.75,100
25/05/2017,3.1,48
24/05/2017,3.05,62
23/05/2017,3.25,81
22/05/2017,5,22
21/05/2017,2.7,65
20/05/2017,2.75,87
19/05/2017,3.25,69
18/05/2017,3.25,58
17/05/2017,2.75,57
16/05/2017,3.25,92
15/05/2017,3.75,40
14/05/2017,3.31,38
13/05/2017,2.88,117
12/5/2017,2.75,86
11/5/2017,2.75,86
10/5/2017,3.25,64
9/5/2017,2.75,100
8/5/2017,2.75,40
7/5/2017,2.98,91
6/5/2017,3.2,84
5/5/2017,3.13,75
4/5/2017,2.75,48
3/5/2017,2.7,41
2/5/2017,2.75,106
1/5/2017,3.13,23
30/04/2017,3.19,98
29/04/2017,3.25,108
28/04/2017,3.25,71
27/04/2017,2.75,60
26/04/2017,2.75,95
25/04/2017,2.25,68
24/04/2017,2.25,32
23/04/2017,2.04,88
22/04/2017,1.83,110
21/04/2017,2.25,85
20/04/2017,2.63,71
19/04/2017,2.7,67
18/04/2017,2.7,89
17/04/2017,3.25,22
16/04/2017,2.75,68
15/04/2017,2.25,70
14/04/2017,2.88,49
13/04/2017,2.75,92
12/4/2017,2.75,76
11/4/2017,2.75,115
10/4/2017,2.75,10
9/4/2017,2.5,98
8/4/2017,2.25,106
7/4/2017,2.25,94
6/4/2017,3.25,49
5/4/2017,3.25,79
4/4/2017,3.13,152
3/4/2017,3.25,62
2/4/2017,3,97
1/4/2017,2.75,109
31/03/2017,2.75,55
30/03/2017,2.75,77
29/03/2017,3.25,96
28/03/2017,3.75,80
27/03/2017,3.25,39
26/03/2017,3.25,78
25/03/2017,3.25,100
24/03/2017,2.75,87
23/03/2017,3.25,72
22/03/2017,4.75,100
21/03/2017,4.75,29
20/03/2017,4.25,61
19/03/2017,4.25,22
18/03/2017,4.25,19
17/03/2017,5.75,20
16/03/2017,2.75,91
15/03/2017,3.75,1
14/03/2017,2.75,91
13/03/2017,2.75,42
12/3/2017,3,108
11/3/2017,3.25,62
10/3/2017,2.75,103
9/3/2017,3.25,37
8/3/2017,2.25,70
7/3/2017,2.25,100
6/3/2017,2.25,47
5/3/2017,2.04,91
4/3/2017,1.83,149
3/3/2017,1.83,297
2/3/2017,1.83,75
1/3/2017,1.7,63
28/02/2017,1.7,117
27/02/2017,1.75,85
26/02/2017,1.79,56
25/02/2017,1.83,149
24/02/2017,1.75,63
23/02/2017,1.7,82
22/02/2017,1.7,109
21/02/2017,1.33,96
20/02/2017,1.33,46
19/02/2017,1.6,104
18/02/2017,1.88,123
17/02/2017,1.83,82
16/02/2017,1.83,92
15/02/2017,1.75,69
14/02/2017,1.53,121
13/02/2017,1.2,42
12/2/2017,1.2,90
11/2/2017,1.2,136
10/2/2017,1.33,106
9/2/2017,1.83,105
8/2/2017,1.75,84
7/2/2017,2.75,133
6/2/2017,2.25,20
5/2/2017,1.98,96
4/2/2017,1.7,100
3/2/2017,1.25,97
2/2/2017,1.3,2
1/2/2017,1.18,93
31/01/2017,1.25,98
30/01/2017,1.2,52
29/01/2017,1.51,81
28/01/2017,1.83,131
27/01/2017,1.83,42
26/01/2017,1.83,26
25/01/2017,1.25,82
24/01/2017,1.2,92
23/01/2017,1.33,45
22/01/2017,1.58,80
21/01/2017,1.83,68
20/01/2017,1.75,87
19/01/2017,1.75,49
18/01/2017,1.25,69
17/01/2017,2.13,103
16/01/2017,2.25,55
15/01/2017,1.79,81
14/01/2017,1.33,62
13/01/2017,1.18,106
12/1/2017,1.25,67
11/1/2017,1.33,63
10/1/2017,1.25,93
9/1/2017,1.33,83
8/1/2017,1.48,8
7/1/2017,1.63,74
6/1/2017,1.33,92
5/1/2017,1.83,64
4/1/2017,1.75,65
3/1/2017,1.75,121
2/1/2017,2.75,29
31/12/2016,1.7,51
30/12/2016,1.7,97
29/12/2016,1.83,83
28/12/2016,2.25,62
27/12/2016,2.25,70
26/12/2016,1.75,23
24/12/2016,1.75,78
23/12/2016,1.7,80
22/12/2016,1.7,69
21/12/2016,1.2,60
20/12/2016,1.33,84
19/12/2016,1.38,36
18/12/2016,1.31,59
17/12/2016,1.25,64
16/12/2016,1.2,64
15/12/2016,1.33,54
14/12/2016,1.33,62
13/12/2016,1.75,77
12/12/2016,1.25,38
11/12/2016,1.69,69
10/12/2016,2.13,66
9/12/2016,2.25,54
8/12/2016,2.25,43
7/12/2016,2.13,47
6/12/2016,1.75,49
5/12/2016,2.25,34
4/12/2016,2.25,59
3/12/2016,2.25,59
2/12/2016,2.75,58
1/12/2016,2.88,44
30/11/2016,2.75,45
29/11/2016,2.25,60
28/11/2016,2.2,29
27/11/2016,2.2,40
26/11/2016,2.2,33
25/11/2016,2.13,55
24/11/2016,2.25,49
23/11/2016,2.25,37
22/11/2016,2.13,41
21/11/2016,1.83,24
20/11/2016,1.79,36
19/11/2016,1.75,42
18/11/2016,1.83,62
17/11/2016,1.83,32
16/11/2016,2.03,44
15/11/2016,2.2,51
14/11/2016,2.63,22
13/11/2016,2.48,56
12/11/2016,2.33,57
11/11/2016,2.38,42
10/11/2016,2.33,56
9/11/2016,2.3,48
8/11/2016,2.75,78
7/11/2016,2.88,24
6/11/2016,2.75,66
5/11/2016,3.75,44
4/11/2016,2.83,39
3/11/2016,2.83,66
2/11/2016,2.75,33
1/11/2016,2.63,44
31/10/2016,2.5,18
30/10/2016,2.83,51
29/10/2016,2.88,58
28/10/2016,2.75,44
27/10/2016,3.25,36
26/10/2016,3.25,45
25/10/2016,2.88,66
24/10/2016,2.33,23
23/10/2016,2.25,52
22/10/2016,2.13,64
21/10/2016,1.75,50
20/10/2016,1.85,61
19/10/2016,1.58,45
18/10/2016,1.63,71
17/10/2016,1.75,33
16/10/2016,1.7,62
15/10/2016,1.73,56
14/10/2016,1.63,51
13/10/2016,1.65,49
12/10/2016,1.63,51
11/10/2016,1.75,74
10/10/2016,1.83,26
9/10/2016,1.2,50
8/10/2016,1.2,46
7/10/2016,1.25,45
6/10/2016,1.13,61
5/10/2016,1.88,48
4/10/2016,1.75,57
3/10/2016,1.75,22
2/10/2016,2.18,36
1/10/2016,2.38,51
30/09/2016,2.25,39
29/09/2016,1.88,59
28/09/2016,2.33,16
27/09/2016,2.03,67
26/09/2016,2.25,27
25/09/2016,2.68,41
24/09/2016,2.75,38
23/09/2016,1.8,35
22/09/2016,3.18,50
21/09/2016,2.65,26
20/09/2016,2.33,47
19/09/2016,2.75,20
18/09/2016,2.33,39
17/09/2016,2.25,70
16/09/2016,2.7,47
15/09/2016,2.88,36
14/09/2016,2.33,38
13/09/2016,2.33,41
12/9/2016,2.25,17
11/9/2016,2.33,44
10/9/2016,2.25,49
9/9/2016,2.75,34
8/9/2016,2.25,55
7/9/2016,2.25,33
6/9/2016,2.13,70
5/9/2016,2.25,24
4/9/2016,2.04,48
3/9/2016,1.83,49
2/9/2016,1.83,44
1/9/2016,1.75,50
31/08/2016,1.83,28
30/08/2016,1.78,62
29/08/2016,1.83,15
28/08/2016,1.83,56
27/08/2016,1.83,67
26/08/2016,2.13,47
25/08/2016,1.7,36
24/08/2016,1.7,41
23/08/2016,1.7,61
22/08/2016,1.75,31
21/08/2016,1.79,41
20/08/2016,1.83,67
19/08/2016,1.75,44
18/08/2016,1.83,65
17/08/2016,1.75,40
16/08/2016,1.75,86
15/08/2016,2.13,22
14/08/2016,2,44
13/08/2016,1.88,90
12/8/2016,1.6,49
11/8/2016,1.88,45
10/8/2016,1.88,42
9/8/2016,2.13,60
8/8/2016,2.25,23
7/8/2016,2,39
6/8/2016,1.75,49
5/8/2016,1.88,51
4/8/2016,1.88,47
3/8/2016,2.13,36
2/8/2016,2.2,59
1/8/2016,2.03,24
31/07/2016,2.11,48
30/07/2016,2.2,66
29/07/2016,2.03,17
28/07/2016,2.11,43
27/07/2016,2.2,36
26/07/2016,1.83,53
25/07/2016,1.75,20
24/07/2016,1.81,33
23/07/2016,1.88,59
22/07/2016,1.38,51
21/07/2016,1.75,83
20/07/2016,1.63,41
19/07/2016,1.75,55
18/07/2016,2.25,27
17/07/2016,2,50
16/07/2016,1.75,82
15/07/2016,1.83,40
14/07/2016,2.25,64
13/07/2016,1.88,29
12/7/2016,2.13,62
11/7/2016,2.25,27
10/7/2016,2.5,68
9/7/2016,2.75,68
8/7/2016,2.25,32
7/7/2016,2.25,53
6/7/2016,2.25,23
5/7/2016,2.25,57
4/7/2016,2.75,22
3/7/2016,2.29,41
2/7/2016,1.83,77
1/7/2016,2.13,44
30/06/2016,2.25,61
29/06/2016,2.13,30
28/06/2016,2.25,45
27/06/2016,2.75,24
26/06/2016,2.5,38
25/06/2016,2.25,56
24/06/2016,2.13,29
23/06/2016,2.25,58
22/06/2016,2.13,32
21/06/2016,1.88,73
20/06/2016,2.2,10
19/06/2016,2.01,42
18/06/2016,1.83,72
17/06/2016,1.75,37
16/06/2016,1.33,47
15/06/2016,1.38,51
14/06/2016,1.75,90
13/06/2016,1.25,29
12/6/2016,1.5,44
11/6/2016,1.75,66
10/6/2016,1.88,59
9/6/2016,1.75,49
8/6/2016,1.63,38
7/6/2016,1.63,80
6/6/2016,1.88,26
5/6/2016,1.81,54
4/6/2016,1.75,66
3/6/2016,1.75,56
2/6/2016,2.25,51
1/6/2016,2.25,36
31/05/2016,2.88,96
30/05/2016,3.25,24
29/05/2016,2.69,37
28/05/2016,2.13,61
27/05/2016,2.13,36
26/05/2016,2.25,59
25/05/2016,2.75,46
24/05/2016,3.25,53
23/05/2016,2.75,21
22/05/2016,2.69,41
21/05/2016,2.63,56
20/05/2016,2.63,40
19/05/2016,2.88,50
18/05/2016,2.75,38
17/05/2016,2.25,93
16/05/2016,2.25,27
15/05/2016,2.5,73
14/05/2016,2.75,69
13/05/2016,2.75,62
12/5/2016,2.25,47
11/5/2016,2.25,63
10/5/2016,2.38,62
9/5/2016,2.75,28
8/5/2016,2.5,34
7/5/2016,2.25,63
6/5/2016,2.25,57
5/5/2016,2.88,76
4/5/2016,2.75,58
3/5/2016,2.88,59
2/5/2016,2.75,29
1/5/2016,2.69,76
30/04/2016,2.63,74
29/04/2016,2.63,73
28/04/2016,2.88,50
27/04/2016,2.75,72
26/04/2016,3.13,72
25/04/2016,2.7,45
24/04/2016,2.73,73
23/04/2016,2.75,62
22/04/2016,3.25,88
21/04/2016,2.75,65
20/04/2016,2.75,59
19/04/2016,2.88,72
18/04/2016,2.75,41
17/04/2016,2.98,24
16/04/2016,3.2,82
15/04/2016,3.25,78
14/04/2016,3.25,42
13/04/2016,2.25,57
12/4/2016,2.38,68
11/4/2016,2.2,27
10/4/2016,2.23,55
9/4/2016,2.25,41
8/4/2016,2.13,80
7/4/2016,2.13,59
6/4/2016,2.25,65
5/4/2016,2.38,80
4/4/2016,2.25,20
3/4/2016,2.23,80
2/4/2016,2.2,83
1/4/2016,2.25,100
31/03/2016,2.25,87
30/03/2016,2.38,66
29/03/2016,2.63,75
28/03/2016,2.38,53
27/03/2016,2.31,53
26/03/2016,2.25,59
25/03/2016,2.23,72
24/03/2016,2.2,94
23/03/2016,2.03,86
22/03/2016,2.25,79
21/03/2016,2.13,43
20/03/2016,2.16,85
19/03/2016,2.2,77
18/03/2016,2.25,100
17/03/2016,2.2,60
16/03/2016,2.03,90
15/03/2016,1.83,60
14/03/2016,1.7,131
13/03/2016,1.76,8
12/3/2016,1.83,76
11/3/2016,2.03,130
10/3/2016,1.83,88
9/3/2016,1.7,94
8/3/2016,1.7,84
7/3/2016,1.88,50
6/3/2016,2,80
5/3/2016,2.13,82
4/3/2016,2.25,109
3/3/2016,2.75,102
2/3/2016,3.25,48
1/3/2016,3.75,100
29/02/2016,2.25,44
28/02/2016,2.25,69
27/02/2016,2.25,50
26/02/2016,2.25,81
25/02/2016,1.25,78
24/02/2016,1.25,91
23/02/2016,1.75,86
22/02/2016,1.18,50
21/02/2016,1.18,86
20/02/2016,1.18,110
19/02/2016,1.13,92
18/02/2016,1.13,67
17/02/2016,1.13,97
16/02/2016,1.13,79
15/02/2016,1.13,48
14/02/2016,1.13,89
13/02/2016,1.13,75
12/2/2016,1.13,87
11/2/2016,1.25,68
10/2/2016,1.25,67
9/2/2016,1.25,80
8/2/2016,1.25,46
7/2/2016,1.13,81
6/2/2016,1.25,73
5/2/2016,1.25,80
4/2/2016,1.25,76
3/2/2016,1.25,75
2/2/2016,1.13,49
1/2/2016,1.2,17
10/1/2016,1.25,57
9/1/2016,1.25,73
8/1/2016,1.25,40
7/1/2016,1.13,61
6/1/2016,1.23,47
5/1/2016,1.48,95
4/1/2016,1.7,36
3/1/2016,1.48,58
2/1/2016,1.25,16
31/12/2015,1.25,66
30/12/2015,1.25,87
29/12/2015,1.25,106
28/12/2015,1.25,27
27/12/2015,1.25,57
26/12/2015,2.75,38
24/12/2015,2.75,35
23/12/2015,1.75,57
22/12/2015,1.25,52
21/12/2015,1.75,36
20/12/2015,1.75,22
19/12/2015,1.75,75
18/12/2015,1.75,65
17/12/2015,1.75,59
16/12/2015,1.75,50
15/12/2015,1.75,54
13/12/2015,1.25,44
12/12/2015,1.25,65
11/12/2015,1.25,48
10/12/2015,1.75,31
9/12/2015,1.25,35
8/12/2015,1.25,71
7/12/2015,1.25,24
6/12/2015,1.25,42
5/12/2015,2.25,53
4/12/2015,2.25,33
3/12/2015,1.75,45
2/12/2015,2.33,34
1/12/2015,2.33,55
30/11/2015,2.33,22
29/11/2015,2.33,34
28/11/2015,1.25,55
27/11/2015,1.25,38
26/11/2015,1.25,43
25/11/2015,1.25,24
24/11/2015,1.75,64
23/11/2015,1.75,35
22/11/2015,1.75,30
21/11/2015,1.75,65
20/11/2015,1.63,47
19/11/2015,1.63,49
18/11/2015,1.63,32
17/11/2015,1.63,65
16/11/2015,1.63,29
15/11/2015,1.75,41
14/11/2015,2.38,54
13/11/2015,2.25,40
12/11/2015,1.75,40
11/11/2015,1.75,40
10/11/2015,2.25,51
9/11/2015,2.25,33
8/11/2015,2.25,34
7/11/2015,3.18,61
6/11/2015,3.25,38
5/11/2015,3.25,64
4/11/2015,3.75,28
3/11/2015,3.13,51
2/11/2015,2.88,24
1/11/2015,2.88,31
31/10/2015,2.25,60
30/10/2015,2.25,24
29/10/2015,2.75,59
28/10/2015,2.75,32
27/10/2015,2.75,73
26/10/2015,2.88,33
25/10/2015,2.88,42
24/10/2015,2.88,81
23/10/2015,2.88,34
22/10/2015,2.38,53
21/10/2015,2.25,36
20/10/2015,2.25,88
19/10/2015,1.88,36
18/10/2015,1.88,30
17/10/2015,2.88,62
16/10/2015,2.75,48
15/10/2015,2.75,50
14/10/2015,2.75,33
13/10/2015,2.75,57
12/10/2015,2.5,30
11/10/2015,2.35,45
10/10/2015,2.25,54
9/10/2015,1.88,40
8/10/2015,1.88,64
7/10/2015,1.88,27
6/10/2015,2,85
5/10/2015,2.25,12
4/10/2015,1.8,32
3/10/2015,1.88,69
2/10/2015,2.5,60
1/10/2015,2.5,36
30/09/2015,1.88,33
29/09/2015,1.88,71
28/09/2015,1.88,30
27/09/2015,1.88,40
26/09/2015,1.88,77
25/09/2015,1.75,39
24/09/2015,1.75,60
23/09/2015,2.25,27
22/09/2015,2.25,84
21/09/2015,2.25,17
20/09/2015,2.25,37
19/09/2015,2.25,68
18/09/2015,2.25,48
17/09/2015,2.25,65
16/09/2015,2.25,31
15/09/2015,1.7,69
14/09/2015,1.7,24
13/09/2015,1.7,40
12/9/2015,1.75,95
11/9/2015,1.75,45
10/9/2015,1.75,73
9/9/2015,1.75,37
8/9/2015,1.75,91
7/9/2015,1.75,31
6/9/2015,1.75,48
5/9/2015,1.75,78
4/9/2015,1.75,34
3/9/2015,2.05,86
2/9/2015,2.13,31
1/9/2015,2.25,69
31/08/2015,2.25,17
30/08/2015,2.25,35
29/08/2015,2.75,83
28/08/2015,2.25,55
26/08/2015,2.25,25
25/08/2015,1.75,60
24/08/2015,2.25,33
23/08/2015,2.25,45
22/08/2015,1.75,68
21/08/2015,2.13,53
20/08/2015,2.13,52
19/08/2015,2.13,41
18/08/2015,2.13,74
17/08/2015,2.13,23
16/08/2015,2.13,47
15/08/2015,2.03,76
14/08/2015,2.25,32
13/08/2015,2.63,28
12/8/2015,2.25,33
11/8/2015,1.75,61
10/8/2015,1.75,20
9/8/2015,1.75,47
8/8/2015,2.33,41
7/8/2015,2.33,49
6/8/2015,2.33,48
5/8/2015,2.33,35
4/8/2015,2.33,46
3/8/2015,2.33,12
2/8/2015,2.33,25
1/8/2015,2.33,57
31/07/2015,2.33,24
30/07/2015,2.33,49
28/07/2015,2.33,24
27/07/2015,2.2,16
26/07/2015,2.2,41
25/07/2015,2.38,32
24/07/2015,2.2,46
23/07/2015,2.25,57
22/07/2015,2.25,33
21/07/2015,2.25,50
20/07/2015,2.25,20
19/07/2015,2.25,41
18/07/2015,2.13,46
17/07/2015,2.2,40
16/07/2015,2.2,34
15/07/2015,2.13,37
14/07/2015,2.25,61
13/07/2015,1.7,19
12/7/2015,1.7,28
11/7/2015,1.7,65
10/7/2015,2.25,36
9/7/2015,2.25,39
8/7/2015,2.25,44
7/7/2015,2.65,65
6/7/2015,2.65,25
5/7/2015,2.7,40
4/7/2015,2.63,65
3/7/2015,2.63,39
2/7/2015,1.83,54
1/7/2015,2.2,28
30/06/2015,2.2,60
29/06/2015,2.2,21
28/06/2015,2.2,37
27/06/2015,2.13,50
26/06/2015,1.83,39
25/06/2015,1.83,35
24/06/2015,1.83,40
23/06/2015,1.83,78
22/06/2015,1.75,20
21/06/2015,1.75,50
20/06/2015,1.75,34
19/06/2015,1.75,41
18/06/2015,2.13,72
17/06/2015,2.13,38
16/06/2015,2.13,56
15/06/2015,2.13,28
14/06/2015,2.13,41
13/06/2015,1.75,62
12/6/2015,2.05,47
11/6/2015,2.15,59
10/6/2015,2.15,34
9/6/2015,2,78
8/6/2015,1.25,28
7/6/2015,1.13,48
6/6/2015,1.88,85
5/6/2015,1.88,56
4/6/2015,2.25,76
3/6/2015,2.25,45
2/6/2015,2.25,78
1/6/2015,2.63,33
31/05/2015,2.63,50
30/05/2015,2.75,63
29/05/2015,2.75,29
28/05/2015,2.38,60
27/05/2015,2.75,46
26/05/2015,2.75,66
25/05/2015,2.75,23
24/05/2015,2.75,43
23/05/2015,2.75,77
22/05/2015,2.75,51
21/05/2015,2.75,36
20/05/2015,2.75,69
19/05/2015,4.25,32
18/05/2015,2.75,20
17/05/2015,2.75,55
16/05/2015,2.25,61
15/05/2015,2.25,48
14/05/2015,2.25,60
13/05/2015,2.25,39
12/5/2015,2.25,52
11/5/2015,2.25,23
10/5/2015,2.25,35
9/5/2015,2.25,92
8/5/2015,2.25,3
7/5/2015,2.75,62
6/5/2015,2.75,53
5/5/2015,3.13,52
4/5/2015,2.7,33
3/5/2015,2.75,44
2/5/2015,2.75,53
30/04/2015,2.75,56
29/04/2015,2.75,44
28/04/2015,2.13,62
27/04/2015,1.85,40
26/04/2015,1.85,55
25/04/2015,2.05,77
24/04/2015,2.15,69
23/04/2015,2.4,58
22/04/2015,2.4,58
21/04/2015,2.08,82
20/04/2015,2.23,24
19/04/2015,2.15,59
18/04/2015,2.15,68
17/04/2015,2.15,68
16/04/2015,1.83,63
15/04/2015,1.73,55
